36003,01001,AL
36006,01001,AL
36008,01001,AL
36022,01001,AL
36051,01001,AL
36066,01001,AL
36067,01001,AL
36068,01001,AL
36091,01001,AL
36703,01001,AL
36749,01001,AL
36758,01001,AL
36502,01003,AL
36507,01003,AL
36511,01003,AL
36526,01003,AL
36527,01003,AL
36530,01003,AL
36532,01003,AL
36533,01003,AL
36535,01003,AL
36536,01003,AL
36542,01003,AL
36547,01003,AL
36549,01003,AL
36550,01003,AL
36551,01003,AL
36555,01003,AL
36559,01003,AL
36561,01003,AL
36562,01003,AL
36564,01003,AL
36567,01003,AL
36574,01003,AL
36576,01003,AL
36577,01003,AL
36578,01003,AL
36579,01003,AL
36580,01003,AL
36005,01005,AL
36016,01005,AL
36017,01005,AL
36027,01005,AL
36048,01005,AL
36053,01005,AL
36072,01005,AL
36311,01005,AL
36317,01005,AL
36374,01005,AL
35034,01007,AL
35035,01007,AL
35042,01007,AL
35074,01007,AL
35111,01007,AL
35115,01007,AL
35184,01007,AL
35188,01007,AL
35456,01007,AL
36701,01007,AL
36750,01007,AL
36792,01007,AL
36793,01007,AL
35013,01009,AL
35016,01009,AL
35031,01009,AL
35049,01009,AL
35063,01009,AL
35079,01009,AL
35097,01009,AL
35121,01009,AL
35126,01009,AL
35133,01009,AL
35146,01009,AL
35172,01009,AL
35180,01009,AL
35952,01009,AL
35957,01009,AL
35976,01009,AL
35980,01009,AL
36005,01011,AL
36029,01011,AL
36037,01011,AL
36052,01011,AL
36053,01011,AL
36061,01011,AL
36069,01011,AL
36081,01011,AL
36089,01011,AL
36860,01011,AL
36015,01013,AL
36030,01013,AL
36032,01013,AL
36033,01013,AL
36037,01013,AL
36042,01013,AL
36071,01013,AL
36456,01013,AL
36474,01013,AL
35096,01015,AL
35905,01015,AL
35907,01015,AL
36201,01015,AL
36202,01015,AL
36203,01015,AL
36204,01015,AL
36205,01015,AL
36206,01015,AL
36207,01015,AL
36250,01015,AL
36253,01015,AL
36254,01015,AL
36257,01015,AL
36260,01015,AL
36265,01015,AL
36271,01015,AL
36272,01015,AL
36277,01015,AL
36279,01015,AL
36274,01017,AL
36276,01017,AL
36801,01017,AL
36850,01017,AL
36852,01017,AL
36854,01017,AL
36855,01017,AL
36862,01017,AL
36863,01017,AL
36879,01017,AL
30165,01019,AL
30730,01019,AL
35901,01019,AL
35903,01019,AL
35959,01019,AL
35960,01019,AL
35961,01019,AL
35967,01019,AL
35973,01019,AL
35983,01019,AL
35984,01019,AL
36272,01019,AL
36275,01019,AL
35040,01021,AL
35045,01021,AL
35046,01021,AL
35085,01021,AL
35115,01021,AL
35171,01021,AL
36006,01021,AL
36051,01021,AL
36091,01021,AL
36750,01021,AL
36758,01021,AL
36790,01021,AL
36792,01021,AL
36793,01021,AL
36558,01023,AL
36904,01023,AL
36908,01023,AL
36910,01023,AL
36912,01023,AL
36913,01023,AL
36915,01023,AL
36916,01023,AL
36919,01023,AL
36921,01023,AL
36922,01023,AL
36436,01025,AL
36446,01025,AL
36451,01025,AL
36482,01025,AL
36515,01025,AL
36524,01025,AL
36540,01025,AL
36545,01025,AL
36727,01025,AL
36751,01025,AL
36782,01025,AL
36784,01025,AL
35072,01027,AL
35082,01027,AL
35160,01027,AL
36251,01027,AL
36255,01027,AL
36256,01027,AL
36258,01027,AL
36266,01027,AL
36267,01027,AL
36268,01027,AL
36276,01027,AL
36203,01029,AL
36258,01029,AL
36261,01029,AL
36262,01029,AL
36264,01029,AL
36269,01029,AL
36272,01029,AL
36273,01029,AL
36009,01031,AL
36010,01031,AL
36034,01031,AL
36079,01031,AL
36311,01031,AL
36316,01031,AL
36318,01031,AL
36322,01031,AL
36323,01031,AL
36330,01031,AL
36331,01031,AL
36346,01031,AL
36351,01031,AL
36360,01031,AL
36453,01031,AL
36467,01031,AL
36477,01031,AL
35582,01033,AL
35616,01033,AL
35646,01033,AL
35653,01033,AL
35654,01033,AL
35660,01033,AL
35661,01033,AL
35662,01033,AL
35672,01033,AL
35674,01033,AL
38852,01033,AL
36033,01035,AL
36401,01035,AL
36421,01035,AL
36426,01035,AL
36429,01035,AL
36432,01035,AL
36454,01035,AL
36456,01035,AL
36460,01035,AL
36471,01035,AL
36473,01035,AL
36474,01035,AL
36475,01035,AL
36502,01035,AL
35010,01037,AL
35046,01037,AL
35072,01037,AL
35089,01037,AL
35136,01037,AL
35150,01037,AL
35151,01037,AL
35183,01037,AL
36026,01037,AL
36080,01037,AL
36091,01037,AL
36028,01039,AL
36038,01039,AL
36420,01039,AL
36421,01039,AL
36442,01039,AL
36453,01039,AL
36455,01039,AL
36456,01039,AL
36467,01039,AL
36474,01039,AL
36476,01039,AL
36477,01039,AL
36483,01039,AL
36009,01041,AL
36028,01041,AL
36034,01041,AL
36035,01041,AL
36036,01041,AL
36037,01041,AL
36041,01041,AL
36042,01041,AL
36046,01041,AL
36049,01041,AL
36062,01041,AL
36071,01041,AL
36323,01041,AL
36467,01041,AL
35016,01043,AL
35019,01043,AL
35031,01043,AL
35033,01043,AL
35053,01043,AL
35055,01043,AL
35056,01043,AL
35057,01043,AL
35058,01043,AL
35070,01043,AL
35077,01043,AL
35083,01043,AL
35087,01043,AL
35098,01043,AL
35179,01043,AL
35504,01043,AL
35540,01043,AL
35541,01043,AL
35619,01043,AL
35621,01043,AL
35622,01043,AL
35976,01043,AL
36010,01045,AL
36301,01045,AL
36303,01045,AL
36311,01045,AL
36317,01045,AL
36322,01045,AL
36330,01045,AL
36345,01045,AL
36350,01045,AL
36352,01045,AL
36353,01045,AL
36360,01045,AL
36361,01045,AL
36362,01045,AL
36371,01045,AL
36374,01045,AL
35188,01047,AL
35401,01047,AL
36701,01047,AL
36702,01047,AL
36703,01047,AL
36749,01047,AL
36758,01047,AL
36761,01047,AL
36767,01047,AL
36773,01047,AL
36775,01047,AL
36785,01047,AL
35765,01049,AL
35771,01049,AL
35950,01049,AL
35951,01049,AL
35954,01049,AL
35957,01049,AL
35959,01049,AL
35961,01049,AL
35962,01049,AL
35963,01049,AL
35966,01049,AL
35967,01049,AL
35968,01049,AL
35971,01049,AL
35974,01049,AL
35975,01049,AL
35978,01049,AL
35979,01049,AL
35981,01049,AL
35983,01049,AL
35984,01049,AL
35986,01049,AL
35988,01049,AL
35989,01049,AL
35010,01051,AL
36020,01051,AL
36022,01051,AL
36024,01051,AL
36025,01051,AL
36026,01051,AL
36045,01051,AL
36051,01051,AL
36054,01051,AL
36066,01051,AL
36067,01051,AL
36078,01051,AL
36080,01051,AL
36092,01051,AL
36093,01051,AL
36401,01053,AL
36420,01053,AL
36421,01053,AL
36426,01053,AL
36427,01053,AL
36432,01053,AL
36441,01053,AL
36483,01053,AL
36502,01053,AL
36503,01053,AL
36504,01053,AL
36543,01053,AL
36562,01053,AL
35121,01055,AL
35901,01055,AL
35902,01055,AL
35903,01055,AL
35904,01055,AL
35905,01055,AL
35906,01055,AL
35907,01055,AL
35952,01055,AL
35954,01055,AL
35957,01055,AL
35961,01055,AL
35972,01055,AL
